Order Date,Ship Date,Order ID,Order Priority,Ship Mode,Customer Name,Customer State,Zip Code,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Order Quantity,Sales,Discount,Profit,Unit Price,Shipping Cost,Product Base Margin
1000,2000,3754,4000,5002,6366,7006,8079,9002,10002,11001,12011,13790,14006,27,112.57,0.08,13.92,4.28,0.94,0.56
1000,2000,3772,4001,5001,6187,7010,8045,9002,10001,11001,12011,13282,14005,43,541.45,0.0,-164.25,11.66,8.99,0.59
1000,2000,3785,4000,5001,6734,7005,8040,9001,10001,11001,12010,13000,14006,42,151.35,0.07,8.33,3.71,1.93,0.35
1000,2000,3785,4000,5002,6734,7005,8040,9001,10001,11001,12001,13327,14004,17,63.34,0.03,-76.015,3.36,6.27,0.4
1000,2000,3840,4000,5002,6211,7016,8030,9001,10000,11001,12001,13228,14004,3,124.81,0.06,-11.937,40.98,2.99,0.36
1000,2000,3863,4002,5002,6035,7010,8045,9002,10001,11001,12010,13997,14006,12,123.76,0.04,32.44,10.14,2.27,0.36
1000,2000,3863,4002,5002,6035,7010,8045,9002,10001,11002,12004,13485,14004,12,522.49,0.08,-236.43,43.22,16.71,0.66
1000,2000,3863,4002,5002,6035,7010,8045,9002,10001,11002,12009,13858,14002,49,28359.4,0.05,14440.39,574.74,24.49,0.37
1000,2000,3875,4001,5002,6452,7022,8055,9002,10002,11000,12008,13034,14003,12,262.76,0.05,-146.05,20.98,21.2,0.78
1000,2000,3926,4003,5002,6425,7003,8166,9003,10001,11001,12006,14071,14004,3,299.08,0.03,-50.43,90.48,19.99,0.4
1000,2000,3926,4003,5002,6425,7003,8166,9003,10001,11001,12010,14215,14004,26,566.39,0.06,76.43,22.84,8.18,0.39
1000,2000,3955,4003,5002,6783,7017,8059,9002,10000,11002,12016,14019,14004,4,377.213,0.02,-411.653,110.99,2.5,0.57
1000,2000,3968,4004,5002,6382,7013,8142,9000,10000,11001,12010,13651,14004,42,1312.65,0.07,488.31,30.98,5.76,0.4
1000,2000,3968,4004,5002,6382,7013,8142,9000,10000,11001,12013,13123,14005,18,136.41,0.0,-99.34,6.84,8.37,0.58
1000,2000,4057,4004,5002,6525,7003,8165,9003,10002,11002,12016,14085,14004,38,6121.1985,0.08,1312.344,205.99,2.5,0.59
1000,2000,4090,4004,5000,6041,7008,8174,9003,10001,11002,12009,13843,14001,4,896.49,0.0,-519.85,213.45,14.7,0.59
1000,2000,4153,4001,5001,6365,7014,8020,9001,10002,11000,12008,13048,14004,25,201.06,0.08,-80.86,8.09,7.96,0.49
1000,2000,4163,4000,5002,6130,7012,8124,9000,10003,11001,12007,13172,14004,40,1143.49,0.08,-193.44,30.53,19.99,0.39
1000,2000,4163,4000,5002,6130,7012,8124,9000,10003,11001,12011,13782,14006,46,78.08,0.01,-43.1,1.68,1.57,0.59
1000,2000,4171,4004,5002,6454,7006,8078,9002,10000,11002,12016,13044,14004,15,1532.482,0.1,-42.999,125.99,8.99,0.57
1000,2000,4237,4002,5000,6111,7004,8016,9001,10001,11002,12009,13842,14001,3,445.34,0.03,-434.37,145.45,17.85,0.56
1000,2000,4237,4002,5002,6111,7004,8016,9001,10001,11001,12010,14153,14004,13,660.99,0.02,267.67,48.04,5.09,0.37
1000,2000,4245,4002,5000,6668,7011,8007,9001,10002,11000,12002,13895,14000,32,28180.08,0.02,7513.88,880.98,44.55,0.62
1000,2000,4250,4004,5001,6507,7008,8175,9003,10002,11001,12014,13916,14002,9,872.48,0.08,-342.91,95.99,35.0,0.82
1000,2000,4307,4004,5000,6180,7008,8170,9003,10000,11000,12003,13803,14001,23,3674.08,0.01,112.44,150.98,30.0,0.74
1000,2000,4307,4004,5001,6180,7008,8170,9003,10000,11001,12014,13421,14003,46,1413.89,0.01,-40.72,28.28,13.99,0.58
1000,2000,4307,4004,5002,6180,7008,8170,9003,10000,11002,12016,13094,14004,2,61.7185,0.03,-164.043,35.99,1.1,0.55
1000,2000,4335,4000,5002,6200,7021,8184,9003,10001,11000,12008,13393,14006,24,199.12,0.01,73.33,8.34,0.96,0.43
1000,2000,4335,4000,5002,6200,7021,8184,9003,10001,11001,12011,13791,14006,19,63.14,0.06,-53.75,3.28,3.97,0.56
1000,2000,4423,4000,5002,6690,7010,8050,9002,10001,11001,12011,13280,14005,41,1863.02,0.03,360.63,43.98,8.99,0.58
1000,2000,4423,4000,5002,6690,7010,8050,9002,10001,11001,12011,13792,14006,36,100.87,0.09,8.4,2.94,0.7,0.58
1000,2000,4423,4000,5002,6690,7010,8050,9002,10001,11001,12012,13820,14006,50,55.89,0.06,-3.05,1.14,0.7,0.38
1000,2000,4516,4000,5002,6554,7016,8031,9001,10000,11001,12011,13921,14006,17,37.06,0.03,0.609999999999999,2.1,0.7,0.57
1000,2000,4532,4004,5002,6770,7009,8140,9000,10000,11001,12010,14144,14004,34,1089.59,0.01,433.24,30.98,5.09,0.4
1000,2000,4532,4004,5002,6770,7009,8140,9000,10000,11002,12004,13234,14005,27,46.86,0.06,-37.08,1.7,1.99,0.51
1000,2000,4537,4000,5002,6721,7021,8179,9003,10000,11001,12000,13695,14004,18,3568.45,0.09,1081.62,207.48,0.99,0.55
1000,2000,4547,4003,5001,6123,7008,8175,9003,10002,11001,12010,13135,14006,36,267.53,0.0,85.17,6.88,2.0,0.39
1000,2000,4547,4003,5001,6123,7008,8175,9003,10002,11001,12014,13486,14002,31,1065.26,0.03,-900.27,32.48,35.0,0.81
1000,2000,4549,4003,5002,6442,7023,8222,9003,10000,11000,12008,13408,14003,49,4321.63,0.08,-1549.14,90.98,56.2,0.74
1000,2000,4549,4003,5002,6442,7023,8222,9003,10000,11001,12010,14178,14004,11,67.14,0.07,-29.98,5.98,5.35,0.4
1000,2000,4663,4003,5001,6301,7005,8039,9001,10000,11001,12001,13869,14004,30,610.65,0.09,60.2735,20.98,8.83,0.37
1000,2000,4663,4003,5002,6301,7005,8039,9001,10000,11002,12004,13699,14004,2,158.04,0.03,-263.09,73.98,14.52,0.65
1000,2000,4678,4004,5002,6397,7004,8015,9001,10002,11001,12007,13171,14004,9,45.87,0.02,-38.9,4.13,6.89,0.39
1000,2000,4711,4003,5002,6391,7020,8157,9000,10001,11002,12004,13743,14005,33,528.54,0.06,168.54,16.48,1.99,0.42
1000,2000,4720,4001,5002,6004,7004,8010,9001,10001,11001,12010,14175,14004,1,67.49,0.06,-22.82,55.48,14.3,0.37
1000,2000,4720,4001,5002,6004,7004,8010,9001,10001,11001,12011,13782,14006,3,6.76,0.02,-4.28,1.68,1.57,0.59
1000,2000,4740,4001,5002,6186,7009,8134,9000,10001,11001,12000,13597,14003,24,359.65,0.01,-11.15,14.42,6.75,0.52
1000,2000,4780,4001,5002,6010,7012,8120,9000,10001,11002,12004,14091,14005,31,1143.45,0.06,304.42,39.24,1.99,0.51
1000,2000,4811,4002,5000,6538,7022,8054,9002,10001,11002,12009,13844,14001,49,15137.11,0.03,4913.16,297.64,14.7,0.57
1000,2000,4811,4002,5002,6538,7022,8054,9002,10001,11000,12008,13385,14004,35,1009.42,0.02,339.58,29.18,8.55,0.42
1000,2000,4846,4001,5002,6299,7001,8198,9003,10000,11000,12008,13807,14005,30,447.33,0.03,115.21,14.34,5.0,0.49
1000,2000,4846,4001,5002,6299,7001,8198,9003,10000,11001,12007,13189,14004,5,15.38,0.01,1.61,2.89,0.5,0.38
1000,2000,4862,4004,5002,6166,7000,8092,9002,10001,11001,12014,13498,14004,40,1030.09,0.09,-568.71,27.75,19.99,0.67
1000,2000,4876,4000,5000,6148,7006,8078,9002,10000,11002,12009,13583,14000,18,2215.96,0.0,-116.85,119.99,56.14,0.39
1000,2000,4876,4000,5002,6148,7006,8078,9002,10000,11001,12010,13346,14004,5,98.66,0.1,-19.52,18.97,9.03,0.37
1000,2000,4985,4002,5000,6034,7020,8209,9000,10000,11002,12009,13830,14000,19,6991.65,0.08,906.8,399.98,12.06,0.56
1000,2000,5017,4001,5002,6561,7018,8110,9000,10001,11001,12001,13203,14004,50,2842.54,0.05,1315.749,58.1,1.49,0.38
1000,2000,5019,4002,5002,6151,7020,8154,9000,10001,11000,12008,13468,14005,37,832.14,0.04,175.07,22.72,8.99,0.44
1000,2000,5030,4000,5002,6030,7020,8150,9000,10000,11001,12011,13789,14006,9,24.76,0.09,-1.82,2.88,0.7,0.56
1000,2000,5146,4000,5000,6407,7011,8007,9001,10002,11000,12002,13895,14000,30,26133.39,0.04,-11053.6,880.98,44.55,0.62
1000,2000,5146,4001,5002,6405,7006,8080,9002,10002,11001,12011,13795,14006,29,101.77,0.03,-73.19,3.28,3.97,0.56
1000,2000,5242,4001,5000,6737,7021,8181,9003,10001,11000,12003,13564,14001,15,403.71,0.03,-97.47,25.98,14.36,0.6
1000,2000,5242,4001,5001,6737,7021,8181,9003,10001,11002,12009,13318,14003,31,4587.3,0.08,1771.15,150.98,13.99,0.38
1000,2000,5242,4001,5002,6737,7021,8181,9003,10001,11001,12014,13486,14002,39,1243.45,0.1,-1212.55,32.48,35.0,0.81
1000,2000,5271,4003,5002,6784,7016,8030,9001,10003,11002,12004,13697,14004,18,1383.2,0.01,-23.44,73.98,12.14,0.67
1000,2000,5337,4002,5002,6544,7024,8131,9000,10000,11001,12010,14146,14004,50,297.76,0.07,-111.34,5.98,5.79,0.36
1000,2000,5342,4003,5002,6779,7018,8119,9000,10001,11001,12014,13850,14004,43,257.41,0.09,-131.08,5.98,4.69,0.68
1000,2000,5547,4003,5002,6474,7001,8191,9003,10000,11002,12004,14036,14004,10,401.14,0.1,-131.03,40.98,6.5,0.74
1000,2000,5582,4000,5002,6318,7002,8210,9003,10001,11001,12014,13330,14002,13,1160.59,0.01,-330.14,80.98,35.0,0.83
1000,2000,5582,4000,5002,6446,7011,8006,9001,10001,11000,12008,13329,14004,9,206.04,0.0,-49.81,20.28,14.39,0.47
1000,2000,5589,4002,5001,6488,7014,8017,9001,10002,11001,12014,13499,14004,3,523.58,0.01,-179.36,161.55,19.99,0.66
1000,2000,5589,4002,5001,6488,7014,8017,9001,10002,11002,12004,13482,14004,43,1307.35,0.05,-154.24,30.42,8.65,0.74
1000,2000,5601,4000,5000,6181,7020,8209,9000,10003,11001,12014,13933,14001,6,2165.06,0.09,-617.72,370.98,99.0,0.65
1000,2000,5601,4000,5000,6181,7020,8209,9000,10003,11002,12009,13842,14001,33,4913.7,0.0,1054.93,145.45,17.85,0.56
1000,2000,5601,4000,5002,6181,7020,8209,9000,10003,11001,12014,14050,14002,14,325.46,0.0,-403.74,20.34,35.0,0.84
1000,2000,5634,4001,5002,6371,7024,8129,9000,10003,11001,12014,13850,14004,32,180.36,0.1,-111.8,5.98,4.69,0.68
1000,2000,5658,4001,5002,6306,7007,8108,9002,10001,11002,12004,13677,14005,34,1177.5,0.02,420.05,33.98,1.99,0.45
1000,2000,5689,4002,5001,6281,7001,8201,9003,10003,11002,12005,13320,14002,21,4429.69,0.03,983.55,199.99,24.49,0.46
1000,2000,5689,4002,5002,6281,7001,8201,9003,10003,11000,12003,13915,14002,30,6654.39,0.1,1151.69,238.4,24.49,0.6
1000,2000,5757,4000,5002,6088,7016,8032,9001,10001,11001,12010,14246,14004,15,85.56,0.03,-41.58,5.28,5.66,0.4
1000,2000,5757,4000,5002,6088,7016,8032,9001,10001,11002,12016,14019,14004,8,754.6555,0.01,-212.553,110.99,2.5,0.57
1000,2000,5764,4004,5002,6481,7006,8081,9002,10002,11001,12000,13104,14004,23,324.28,0.07,20.43,14.56,3.5,0.58
1000,2000,5803,4004,5000,6757,7006,8078,9002,10003,11001,12000,13011,14001,14,2690.84,0.1,-368.02,208.16,68.02,0.58
1000,2000,5803,4004,5001,6757,7006,8078,9002,10003,11000,12008,13362,14005,3,38.71,0.01,23.0,9.48,7.29,0.45
1000,2000,5803,4004,5002,6757,7006,8078,9002,10003,11001,12006,14071,14004,8,733.55,0.07,103.13,90.48,19.99,0.4
1000,2000,5803,4004,5002,6757,7006,8078,9002,10003,11001,12011,13790,14006,14,62.6,0.02,7.32,4.28,0.94,0.56
1000,2000,5835,4002,5001,6792,7015,8208,9003,10001,11001,12011,13870,14006,20,62.78,0.04,-17.75,2.98,2.03,0.57
1000,2000,5835,4002,5002,6792,7015,8208,9003,10001,11002,12016,13731,14004,25,2836.0505,0.01,561.132,125.99,8.99,0.59
1000,2000,5852,4001,5000,6334,7020,8153,9000,10003,11000,12015,13625,14000,37,1251.18,0.05,-1228.28,31.76,45.51,0.65
1000,2000,5890,4000,5002,6691,7011,8004,9001,10001,11001,12006,13770,14004,32,4906.85,0.09,1907.94,162.93,19.99,0.39
1000,2000,5906,4004,5002,6497,7003,8164,9003,10003,11001,12001,13110,14004,11,68.5,0.01,-53.8545,5.38,7.57,0.36
1000,2000,5906,4004,5002,6497,7003,8164,9003,10003,11001,12011,13791,14006,44,145.19,0.05,-116.87,3.28,3.97,0.56
1000,2000,5906,4004,5002,6497,7003,8164,9003,10003,11001,12011,13793,14006,24,64.11,0.09,-4.09,2.78,0.97,0.59
1000,2000,5912,4003,5002,6732,7014,8017,9001,10001,11001,12001,13478,14004,46,249.02,0.1,-282.6125,5.81,8.49,0.39
1000,2000,5912,4003,5002,6732,7014,8017,9001,10001,11001,12012,13164,14006,41,78.49,0.03,5.53,1.81,0.75,0.52
1000,2000,5964,4001,5002,6601,7004,8013,9001,10003,11002,12016,14253,14004,11,607.597,0.07,-112.244,65.99,5.99,0.58
1000,2000,5973,4004,5000,6494,7012,8123,9000,10001,11000,12003,13614,14001,5,1244.19,0.08,-131.31,243.98,43.32,0.55
1000,2000,6003,4004,5000,6452,7022,8055,9002,10002,11000,12003,13608,14001,33,11336.37,0.04,1161.75,355.98,58.92,0.64
1000,2000,6003,4004,5002,6452,7022,8055,9002,10002,11001,12010,13962,14004,19,354.13,0.09,8.79,19.98,8.68,0.37
1000,2000,6003,4004,5002,6452,7022,8055,9002,10002,11001,12010,13962,14004,40,751.94,0.07,69.08,19.98,8.68,0.37
1000,2000,6009,4004,5002,6624,7006,8080,9002,10002,11001,12011,13289,14005,39,1101.28,0.05,200.53,28.15,6.17,0.55
1000,2000,6024,4002,5002,6219,7003,8161,9003,10003,11001,12000,13479,14004,5,318.31,0.08,-19.06,67.84,0.99,0.58
1000,2000,6102,4004,5000,6100,7023,8226,9003,10003,11002,12009,13844,14001,20,4531.34,0.08,653.68,297.64,14.7,0.57
1000,2000,6102,4004,5001,6100,7023,8226,9003,10003,11000,12008,13417,14004,29,138.17,0.05,-103.78,4.14,6.6,0.49
1000,2000,6102,4004,5002,6100,7023,8226,9003,10003,11000,12008,14058,14002,44,574.5,0.02,-449.04,12.99,14.37,0.73
1000,2000,6102,4004,5002,6100,7023,8226,9003,10003,11001,12000,13597,14003,18,262.94,0.06,-22.37,14.42,6.75,0.52
1000,2000,6102,4004,5002,6100,7023,8226,9003,10003,11001,12010,14127,14004,18,216.87,0.03,30.53,11.34,5.01,0.36
1000,2000,6113,4002,5002,6083,7010,8050,9002,10003,11002,12016,14253,14004,34,1961.7915,0.05,425.754,65.99,5.99,0.58
1000,2000,6120,4003,5002,6641,7012,8125,9000,10000,11002,12004,13673,14005,30,164.78,0.0,-128.47,5.02,5.14,0.79
1000,2000,6182,4000,5000,6173,7019,8065,9002,10003,11002,12009,13829,14001,23,7202.94,0.02,1425.11,306.14,26.53,0.56
1000,2000,6182,4000,5001,6173,7019,8065,9002,10003,11001,12010,14174,14004,13,245.82,0.1,-7.39,18.97,9.54,0.37
1000,2000,6182,4000,5002,6173,7019,8065,9002,10003,11001,12000,13631,14004,27,217.68,0.08,-168.75,7.77,9.23,0.58
1000,2000,6286,4000,5001,6274,7011,8008,9001,10001,11002,12004,13667,14005,23,361.65,0.08,-144.27,15.98,8.99,0.64
1000,2000,6293,4003,5002,6658,7016,8027,9001,10001,11000,12008,13380,14002,40,4152.55,0.03,813.33,105.34,24.49,0.61
1000,2000,6293,4003,5002,6658,7016,8027,9001,10001,11001,12001,14248,14004,41,312.26,0.08,-10.3845,7.84,4.71,0.35
1000,2000,6445,4002,5000,6014,7003,8158,9003,10001,11000,12003,13606,14001,4,1239.06,0.0,-193.08,291.73,48.8,0.56
1000,2000,6445,4002,5000,6014,7003,8158,9003,10001,11000,12003,13624,14001,43,4083.19,0.07,-1049.85,100.98,45.0,0.69
1000,2000,6445,4002,5002,6014,7003,8158,9003,10001,11001,12014,13395,14004,32,4902.38,0.05,1438.49,155.06,7.07,0.59
1000,2000,6453,4002,5002,6002,7018,8109,9000,10003,11001,12007,13171,14004,33,139.98,0.07,-140.54,4.13,6.89,0.39
1000,2000,6460,4004,5002,6307,7001,8197,9003,10001,11001,12001,13223,14004,48,447.89,0.0,-26.7835,8.6,6.19,0.38
1000,2000,6480,4004,5002,6319,7015,8202,9003,10001,11001,12000,13250,14004,27,1603.27,0.01,452.49,59.98,3.99,0.57
1000,2000,6495,4003,5000,6641,7012,8125,9000,10001,11001,12000,13926,14001,16,4407.03,0.04,834.96,279.81,23.19,0.59
1000,2000,6495,4003,5002,6641,7012,8125,9000,10001,11001,12001,13868,14004,46,1482.01,0.02,709.325,30.44,1.49,0.37
1000,2000,6495,4003,5002,6641,7012,8125,9000,10001,11001,12007,13195,14004,36,173.22,0.02,81.77,4.91,0.5,0.36
1000,2000,6522,4000,5002,6737,7021,8181,9003,10001,11001,12000,13494,14004,36,2167.05,0.02,684.9,60.22,3.5,0.57
1000,2000,6613,4000,5000,6357,7013,8149,9000,10003,11000,12015,13266,14000,2,373.27,0.05,-316.25,179.29,29.21,0.76
1000,2000,6613,4000,5002,6357,7013,8149,9000,10003,11001,12012,14011,14006,36,76.48,0.09,3.23,2.18,0.78,0.52
1000,2000,6700,4002,5002,6583,7003,8160,9003,10002,11001,12011,13013,14006,47,117.88,0.1,-71.0,2.6,2.4,0.58
1000,2000,6725,4001,5000,6590,7000,8097,9002,10002,11000,12015,13301,14000,4,698.0,0.09,-93.16,212.6,52.2,0.64
1000,2000,6725,4001,5002,6590,7000,8097,9002,10002,11001,12001,13211,14004,29,172.51,0.03,12.5545,5.58,2.99,0.37
1000,2000,6748,4002,5002,6410,7009,8137,9000,10001,11001,12011,13775,14006,6,11.57,0.01,-2.06,1.76,0.7,0.56
1000,2000,6787,4002,5002,6492,7009,8140,9000,10001,11001,12010,14242,14004,46,298.97,0.09,-225.86,6.48,8.73,0.37
1000,2000,6787,4002,5002,6492,7009,8140,9000,10001,11001,12014,14050,14002,6,159.05,0.05,-153.46,20.34,35.0,0.84
1000,2000,7002,4000,5000,6636,7008,8172,9003,10000,11000,12003,13825,14001,45,15963.09,0.03,4276.73,350.98,30.0,0.61
1000,2000,7002,4000,5002,6636,7008,8172,9003,10000,11001,12011,13867,14006,33,58.48,0.04,2.72,1.68,1.0,0.35
1000,2000,7025,4003,5001,6385,7014,8017,9001,10002,11001,12010,13681,14006,11,49.76,0.05,-0.130000000000001,4.2,2.26,0.36
1000,2000,7025,4003,5002,6385,7014,8017,9001,10002,11001,12000,13598,14004,13,196.22,0.05,-89.35,14.81,13.32,0.43
1000,2000,7048,4001,5002,6147,7016,8030,9001,10000,11001,12001,13528,14004,46,737.25,0.08,-199.134,15.99,13.18,0.37
1000,2000,7049,4003,5000,6735,7019,8069,9002,10001,11000,12003,13607,14001,23,7484.31,0.06,1278.45,320.98,58.95,0.57
1000,2000,7049,4003,5000,6735,7019,8069,9002,10001,11002,12009,13841,14001,36,9920.85,0.0,2685.19,264.98,17.86,0.58
1000,2000,7049,4003,5002,6735,7019,8069,9002,10001,11000,12008,14039,14002,29,577.89,0.06,-53.89,19.99,11.17,0.6
1000,2000,7064,4000,5001,6255,7004,8016,9001,10000,11001,12010,13277,14006,16,137.63,0.09,26.71,9.11,2.15,0.4
1000,2000,7064,4000,5002,6255,7004,8016,9001,10000,11001,12010,14103,14006,43,614.8,0.08,247.79,15.04,1.97,0.39
1000,2000,7073,4001,5000,6185,7020,8157,9000,10003,11000,12002,13303,14000,27,3970.33,0.02,-229.79,140.98,53.48,0.65
1000,2000,7096,4004,5002,6041,7008,8174,9003,10001,11001,12010,14220,14004,16,112.81,0.02,-85.23,6.48,9.17,0.37
1000,2000,7301,4003,5002,6598,7006,8080,9002,10001,11001,12006,13935,14004,18,130.11,0.1,40.3,7.64,1.39,0.36
1000,2000,7301,4003,5002,6598,7006,8080,9002,10001,11001,12011,13773,14006,25,280.43,0.1,39.52,11.55,2.36,0.55
1000,2000,7301,4003,5002,6598,7006,8080,9002,10001,11002,12016,13054,14004,3,337.3395,0.0,-509.938,125.99,2.5,0.59
1000,2000,7329,4002,5002,6082,7001,8193,9003,10001,11002,12016,13731,14004,1,107.95,0.04,-506.308,125.99,8.99,0.59
1000,2000,7427,4004,5002,6265,7012,8126,9000,10001,11001,12006,13005,14004,47,672.46,0.1,279.74,15.74,1.39,0.4
1000,2000,7428,4002,5000,6176,7023,8220,9003,10003,11000,12002,13306,14000,23,2357.45,0.02,-108.8,100.98,35.84,0.62
1000,2000,7479,4003,5002,6029,7023,8224,9003,10003,11001,12010,14120,14006,7,51.27,0.06,3.27,7.04,2.17,0.38
1000,2000,7543,4000,5001,6324,7004,8016,9001,10002,11002,12004,13753,14005,34,335.59,0.04,85.83,9.78,1.99,0.43
1000,2000,7543,4000,5002,6324,7004,8016,9001,10002,11001,12001,14248,14004,12,97.74,0.04,-8.4985,7.84,4.71,0.35
1000,2000,7547,4003,5002,6383,7020,8153,9000,10002,11001,12014,13490,14004,35,503.75,0.0,16.46,13.43,5.5,0.57
1000,2000,7557,4001,5000,6205,7020,8156,9000,10002,11000,12003,13825,14001,3,1039.56,0.06,-394.69,350.98,30.0,0.61
1000,2000,7747,4000,5002,6536,7008,8171,9003,10002,11000,12008,13438,14004,17,39.23,0.06,-66.58,2.08,5.33,0.43
1000,2000,7819,4001,5000,6730,7014,8021,9001,10002,11002,12009,13324,14001,6,700.73,0.08,-216.76,120.97,26.3,0.38
1000,2000,7837,4002,5002,6742,7009,8137,9000,10000,11001,12011,13040,14006,36,147.71,0.05,40.04,3.98,0.7,0.52
1000,2000,7941,4001,5001,6564,7000,8087,9002,10002,11000,12008,13384,14003,44,4039.72,0.02,-237.6,92.23,39.61,0.67
1000,2000,7941,4001,5001,6564,7000,8087,9002,10002,11002,12016,13068,14004,25,2570.944,0.03,553.356,115.99,5.92,0.58
1000,2000,7941,4001,5002,6564,7000,8087,9002,10002,11001,12001,13539,14004,36,562.8,0.02,-17.4455,15.22,9.73,0.36
1000,2000,7941,4001,5002,6564,7000,8087,9002,10002,11002,12004,13767,14004,27,4584.73,0.07,812.38,179.99,19.99,0.48
1000,2000,8071,4003,5000,6662,7009,8138,9000,10003,11000,12015,13337,14000,39,8865.1,0.0,1517.12,217.85,29.1,0.68
1000,2000,8071,4003,5002,6662,7009,8138,9000,10003,11001,12007,13189,14004,49,134.83,0.07,50.74,2.89,0.5,0.38
1000,2000,8076,4000,5000,6449,7001,8197,9003,10000,11000,12002,13618,14000,31,2137.1,0.05,-686.01,70.98,46.74,0.56
1000,2000,8076,4000,5002,6449,7001,8197,9003,10000,11001,12011,13773,14006,48,571.17,0.05,129.87,11.55,2.36,0.55
1000,2000,8136,4003,5000,6710,7017,8058,9002,10003,11000,12015,13295,14000,24,7332.088,0.06,53.79,376.13,85.63,0.74
1000,2000,8136,4003,5002,6710,7017,8058,9002,10003,11002,12004,13650,14004,10,392.77,0.09,-146.2,39.98,7.12,0.67
1000,2000,8254,4000,5000,6198,7020,8150,9000,10000,11001,12014,14053,14001,29,653.54,0.06,-1358.9,20.98,53.03,0.78
1000,2000,8254,4000,5002,6198,7020,8150,9000,10000,11001,12001,13115,14004,49,240.3,0.08,-154.6175,4.91,5.68,0.36
1000,2000,8254,4000,5002,6198,7020,8150,9000,10000,11001,12012,13164,14006,43,78.08,0.08,1.74,1.81,0.75,0.52
1000,2000,8254,4000,5002,6198,7020,8150,9000,10000,11001,12014,14056,14002,48,12635.75,0.07,-335.24,279.48,35.0,0.8
1000,2000,8254,4000,5002,6198,7020,8150,9000,10000,11002,12016,13023,14004,25,2750.107,0.04,667.449,125.99,5.26,0.55
